bang,cot,kieu,nhom,vai_tro,khuyet_pct,so_gia_tri_khac_nhau,min,p25,trung_vi,p75,p99,max,do_lech_bowley,ty_so_duoi_p99_p50,xu_ly_khuyet,bien_doi,ma_hoa,cach_ma_hoa,chan_ngoai_lai
dim_products,pack_size,double precision,số rời rạc,BỎ — rỗng hoàn toàn,100.0,0,,,,,,,,,bỏ cột,—,—,—,—
dim_products,row_hash,character varying,văn bản / phân loại,cột kỹ thuật — không phải đặc trưng,0.0,2543,12.0,,,,,32.0,,,không có khuyết thiếu,—,—,—,—
dim_products,id,bigint,số liên tục,cột kỹ thuật — không phải đặc trưng,0.0,2543,-1.0,635.5,1271.0,1906.5,2516.58,2542.0,0.0,1.98,không có khuyết thiếu,—,—,—,—
dim_products,source_refs,jsonb,jsonb,cột kỹ thuật — không phải đặc trưng,0.0,,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_products,batch_id,bigint,số rời rạc,cột kỹ thuật — không phải đặc trưng,0.0,14,0.0,20.0,38118.0,54604.0,54604.0,108098.0,-0.3959,1.43,không có khuyết thiếu,—,—,—,—
dim_products,valid_from,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,2543,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_products,valid_to,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.039,8,,,,,,,,,"gộp vào nhóm ""(không rõ)""",—,—,—,—
dim_products,is_current,boolean,nhị phân,cột kỹ thuật — không phải đặc trưng,0.0,2,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_products,created_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,2543,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_products,updated_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,1282,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_products,sub_brand,character varying,văn bản / phân loại,BỎ — rỗng hoàn toàn,100.0,0,,,,,,,,,bỏ cột,—,—,—,—
dim_products,uom,character varying,văn bản / phân loại,đặc trưng,32.442,17,2.0,,,,,3.0,,,"khuyết 32.442% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,"mã hoá theo nhãn (target encoding), 17 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
dim_products,conversion_rate,numeric,số liên tục,đặc trưng,27.527,54,1.0,12.0,24.0,36.0,150.0,280.0,0.0,6.25,khuyết 27.527% — điền trung vị VÀ thêm cờ khuyết,chuẩn hoá z,—,—,chặn trên IQR = 72.0; giá trị lớn nhất vượt 3.9×
dim_products,net_weight,numeric,số liên tục,đặc trưng,32.56,245,0.58,2.13,3.52,6.5,25.988999999999884,66.5,0.3638,7.38,khuyết 32.56% — điền trung vị VÀ thêm cờ khuyết,log1p rồi chuẩn hoá z,—,—,chặn trên IQR = 13.05; giá trị lớn nhất vượt 5.1×
dim_products,volume,numeric,số rời rạc,BỎ — rỗng hoàn toàn,100.0,0,,,,,,,,,bỏ cột,—,—,—,—
dim_products,unit_per_pack,character varying,văn bản / phân loại,BỎ — rỗng hoàn toàn,100.0,0,,,,,,,,,bỏ cột,—,—,—,—
dim_products,mt_price_exc_vat,numeric,số rời rạc,BỎ — hằng số,99.725,1,0.0,0.0,0.0,0.0,0.0,0.0,,,"khuyết 99.725% — giữ CỜ có/không, đừng điền giá trị",—,—,—,—
dim_products,mt_price_inc_vat,numeric,số rời rạc,BỎ — hằng số,99.725,1,0.0,0.0,0.0,0.0,0.0,0.0,,,"khuyết 99.725% — giữ CỜ có/không, đừng điền giá trị",—,—,—,—
dim_products,tax_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,50.138,4,4.0,,,,,5.0,,,"khuyết 50.138% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,one-hot (4 nhóm),one-hot,—
dim_products,tax_rate,numeric,số rời rạc,đặc trưng,50.138,4,0.0,0.08,0.08,0.08,0.08,0.1,,1.0,khuyết 50.138% — điền trung vị VÀ thêm cờ khuyết,chuẩn hoá z,one-hot (4 nhóm),one-hot,IQR bằng 0 — quá nửa số dòng cùng một giá trị
dim_promotions,id,bigint,số rời rạc,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_promotions,promo_code_dms,text,văn bản / phân loại,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_promotions,promo_code_orc,text,văn bản / phân loại,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_promotions,promo_name,text,văn bản / phân loại,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_promotions,mechanic_type,text,văn bản / phân loại,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_promotions,long_mechanic,text,văn bản / phân loại,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_promotions,promo_start,date,thời gian,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_promotions,promo_end,date,thời gian,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_promotions,target_channel,text,văn bản / phân loại,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_promotions,target_chain,text,văn bản / phân loại,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_promotions,budget_total,numeric,số rời rạc,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_promotions,notes,text,văn bản / phân loại,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_promotions,is_active,boolean,nhị phân,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_promotions,created_at,timestamp without time zone,thời gian,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_promotions,updated_at,timestamp without time zone,thời gian,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_sales_positions,id,bigint,số rời rạc,cột kỹ thuật — không phải đặc trưng,0.0,7,1.0,2.5,4.0,5.5,8.819999999999999,9.0,0.0,2.2,không có khuyết thiếu,—,—,—,—
dim_sales_positions,created_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,2,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_sales_positions,updated_at,timestamp with time zone,thời gian,BỎ — hằng số,0.0,1,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_sales_positions,position_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,7,2.0,,,,,4.0,,,không có khuyết thiếu,—,"gần như không trùng — không mã hoá được, chỉ dùng làm khoá",không mã hoá được — chỉ dùng làm khoá,—
dim_sales_positions,position_name,character varying,văn bản / phân loại,đặc trưng,0.0,7,12.0,,,,,18.0,,,không có khuyết thiếu,—,"gần như không trùng — không mã hoá được, chỉ dùng làm khoá",không mã hoá được — chỉ dùng làm khoá,—
dim_sales_positions,power_level,integer,số rời rạc,đặc trưng,0.0,6,1.0,1.5,3.0,4.5,5.9399999999999995,6.0,0.0,1.98,không có khuyết thiếu,chuẩn hoá z,one-hot (6 nhóm),one-hot,chặn trên IQR = 9.0; không có giá trị vượt
dim_sales_positions,is_active,boolean,nhị phân,BỎ — hằng số,0.0,1,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_shippers,shipper_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,99,6.0,,,,,15.0,,,không có khuyết thiếu,—,"mã hoá theo nhãn (target encoding), 99 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
dim_shippers,group_code,character varying,văn bản / phân loại,BỎ — hằng số,0.0,1,7.0,,,,,7.0,,,không có khuyết thiếu,—,—,—,—
dim_shippers,shipper_name,character varying,văn bản / phân loại,đặc trưng,0.0,100,4.0,,,,,20.0,,,không có khuyết thiếu,—,"mã hoá theo nhãn (target encoding), 100 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
dim_shippers,license_plate,character varying,văn bản / phân loại,đặc trưng,0.024,168,0.0,,,,,19.0,,,"gộp vào nhóm ""(không rõ)""",—,"mã hoá theo nhãn (target encoding), 168 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
dim_shippers,row_hash,character varying,văn bản / phân loại,cột kỹ thuật — không phải đặc trưng,0.0,243,12.0,,,,,32.0,,,không có khuyết thiếu,—,—,—,—
dim_shippers,id,bigint,số liên tục,cột kỹ thuật — không phải đặc trưng,0.0,57292,-1.0,14331.75,28672.5,43021.25,56927.09,57500.0,0.0003,1.99,không có khuyết thiếu,—,—,—,—
dim_shippers,source_refs,jsonb,jsonb,cột kỹ thuật — không phải đặc trưng,0.003,,,,,,,,,,"gộp vào nhóm ""(không rõ)""",—,—,—,—
dim_shippers,batch_id,bigint,số liên tục,cột kỹ thuật — không phải đặc trưng,0.005,4111,18.0,38119.0,114031.0,194958.0,240775.0,241711.0,0.032,2.11,điền trung vị,—,—,—,—
dim_shippers,valid_from,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,4112,-inf,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_shippers,valid_to,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.173,4109,,,,,,,,,"gộp vào nhóm ""(không rõ)""",—,—,—,—
dim_shippers,is_current,boolean,nhị phân,cột kỹ thuật — không phải đặc trưng,0.0,2,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_shippers,created_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,4113,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_shippers,updated_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,4155,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_site_accounts,site_account_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,7,4.0,,,,,4.0,,,không có khuyết thiếu,—,"gần như không trùng — không mã hoá được, chỉ dùng làm khoá",không mã hoá được — chỉ dùng làm khoá,—
dim_site_accounts,site_account_name,character varying,văn bản / phân loại,đặc trưng,0.0,7,6.0,,,,,11.0,,,không có khuyết thiếu,—,"gần như không trùng — không mã hoá được, chỉ dùng làm khoá",không mã hoá được — chỉ dùng làm khoá,—
dim_site_accounts,description,character varying,văn bản / phân loại,BỎ — rỗng hoàn toàn,100.0,0,,,,,,,,,bỏ cột,—,—,—,—
dim_site_accounts,id,bigint,số rời rạc,cột kỹ thuật — không phải đặc trưng,0.0,7,1.0,2.5,4.0,5.5,6.9399999999999995,7.0,0.0,1.73,không có khuyết thiếu,—,—,—,—
dim_site_accounts,source_refs,jsonb,jsonb,BỎ — rỗng hoàn toàn,100.0,,,,,,,,,,bỏ cột,—,—,—,—
dim_site_accounts,batch_id,bigint,số rời rạc,BỎ — hằng số,0.0,1,241696.0,241696.0,241696.0,241696.0,241696.0,241696.0,,1.0,không có khuyết thiếu,—,—,—,—
dim_site_accounts,created_at,timestamp with time zone,thời gian,BỎ — hằng số,0.0,1,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_site_accounts,updated_at,timestamp with time zone,thời gian,BỎ — hằng số,0.0,1,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_site_domains,site_domain_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,137,7.0,,,,,14.0,,,không có khuyết thiếu,—,"gần như không trùng — không mã hoá được, chỉ dùng làm khoá",không mã hoá được — chỉ dùng làm khoá,—
dim_site_domains,site_domain_name,character varying,văn bản / phân loại,đặc trưng,0.0,136,2.0,,,,,22.0,,,không có khuyết thiếu,—,"gần như không trùng — không mã hoá được, chỉ dùng làm khoá",không mã hoá được — chỉ dùng làm khoá,—
dim_site_domains,site_domain_level,integer,số rời rạc,đặc trưng,0.0,5,0.0,3.0,4.0,4.0,4.0,4.0,-1.0,1.0,không có khuyết thiếu,lệch trái — cân nhắc bình phương hoặc để nguyên,one-hot (5 nhóm),one-hot,chặn trên IQR = 5.5; không có giá trị vượt
dim_site_domains,site_domain_path,character varying,văn bản / phân loại,đặc trưng,0.0,137,9.0,,,,,33.0,,,không có khuyết thiếu,—,"gần như không trùng — không mã hoá được, chỉ dùng làm khoá",không mã hoá được — chỉ dùng làm khoá,—
dim_site_domains,parent_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.73,28,0.0,,,,,7.0,,,"gộp vào nhóm ""(không rõ)""",—,"mã hoá theo nhãn (target encoding), 28 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
dim_site_domains,id,bigint,số liên tục,cột kỹ thuật — không phải đặc trưng,0.0,137,-1.0,34.0,68.0,102.0,134.64,136.0,0.0,1.98,không có khuyết thiếu,—,—,—,—
dim_site_domains,source_refs,jsonb,jsonb,BỎ — rỗng hoàn toàn,100.0,,,,,,,,,,bỏ cột,—,—,—,—
dim_site_domains,batch_id,bigint,số rời rạc,BỎ — hằng số,0.73,1,241699.0,241699.0,241699.0,241699.0,241699.0,241699.0,,1.0,điền trung vị,—,—,—,—
dim_site_domains,created_at,timestamp with time zone,thời gian,BỎ — hằng số,0.0,1,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_site_domains,updated_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,2,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_site_domains,dms_city_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.73,63,0.0,,,,,2.0,,,"gộp vào nhóm ""(không rõ)""",—,"mã hoá theo nhãn (target encoding), 63 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
dim_site_domains,dms_city_name,character varying,văn bản / phân loại,đặc trưng,0.73,63,0.0,,,,,17.0,,,"gộp vào nhóm ""(không rõ)""",—,"mã hoá theo nhãn (target encoding), 63 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
dim_stores,store_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,56390,1.0,,,,,34.0,,,không có khuyết thiếu,—,"56390 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
dim_stores,site_domain_id,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,45.076,63,12.0,17.0,28.0,57.0,79.0,86.0,0.45,2.82,"khuyết 45.076% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,"mã hoá theo nhãn (target encoding), 63 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
dim_stores,group_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,2,3.0,,,,,4.0,,,không có khuyết thiếu,—,nhị phân 0/1,nhị phân 0/1,—
dim_stores,account_channel_id,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,5.017,75,1.0,69.0,69.0,69.0,106.0,127.0,,1.54,"khuyết 5.017% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,"mã hoá theo nhãn (target encoding), 75 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
dim_stores,store_name,character varying,văn bản / phân loại,đặc trưng,0.0,44612,0.0,,,,,174.0,,,không có khuyết thiếu,—,"44612 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
dim_stores,address,character varying,văn bản / phân loại,đặc trưng,32.502,36787,1.0,,,,,248.0,,,"khuyết 32.502% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,"36787 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
dim_stores,system,character varying,văn bản / phân loại,đặc trưng,61.379,9313,1.0,,,,,8.0,,,"khuyết 61.379% — giữ CỜ có/không, đừng điền giá trị",—,"9313 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
dim_stores,is_legal_entity,boolean,nhị phân,đặc trưng,0.0,2,,,,,,,,,không có khuyết thiếu,—,nhị phân 0/1,nhị phân 0/1,—
dim_stores,row_hash,character varying,văn bản / phân loại,cột kỹ thuật — không phải đặc trưng,0.0,64407,12.0,,,,,32.0,,,không có khuyết thiếu,—,—,—,—
dim_stores,id,bigint,số liên tục,cột kỹ thuật — không phải đặc trưng,0.0,301391,-1.0,164825.75,252531.5,339439.25,422437.61,426087.0,-0.0046,1.67,không có khuyết thiếu,—,—,—,—
dim_stores,source_refs,jsonb,jsonb,cột kỹ thuật — không phải đặc trưng,0.0,,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_stores,batch_id,bigint,số liên tục,cột kỹ thuật — không phải đặc trưng,0.0,3028,0.0,134585.0,166145.0,169273.0,223552.0,241707.0,-0.8196,1.35,không có khuyết thiếu,—,—,—,—
dim_stores,valid_from,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,295,-inf,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_stores,valid_to,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,7.907,4529,,,,,,,,,"khuyết 7.907% — gộp vào nhóm ""(không rõ)"" VÀ thêm cờ khuyết",—,—,—,—
dim_stores,is_current,boolean,nhị phân,cột kỹ thuật — không phải đặc trưng,0.0,2,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_stores,created_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,3562,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_stores,updated_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,5145,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_stores,store_format,character varying,văn bản / phân loại,BỎ — hằng số,99.998,1,5.0,,,,,5.0,,,"khuyết 99.998% — giữ CỜ có/không, đừng điền giá trị",—,—,—,—
dim_stores,account_status,character varying,văn bản / phân loại,đặc trưng,89.038,2,6.0,,,,,8.0,,,"khuyết 89.038% — giữ CỜ có/không, đừng điền giá trị",—,nhị phân 0/1,nhị phân 0/1,—
dim_stores,created_date,timestamp without time zone,thời gian,thời gian — dẫn xuất đặc trưng,98.138,111,,,,,,,,,"khuyết 98.138% — giữ CỜ có/không, đừng điền giá trị",—,—,—,—
dim_stores,phone_number,character varying,văn bản / phân loại,đặc trưng,85.957,12033,0.0,,,,,50.0,,,"khuyết 85.957% — giữ CỜ có/không, đừng điền giá trị",—,"12033 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
dim_stores,freezer_qty,integer,số rời rạc,BỎ — rỗng hoàn toàn,100.0,0,,,,,,,,,bỏ cột,—,—,—,—
dim_stores,site_number,character varying,văn bản / phân loại,đặc trưng,62.813,18986,13.0,,,,,13.0,,,"khuyết 62.813% — giữ CỜ có/không, đừng điền giá trị",—,"18986 nhóm — gộp nhóm hiếm trước, rồi mã hoá theo nhãn",gộp nhóm hiếm rồi mã hoá theo nhãn,—
dim_stores,distributor_id,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,93.925,26,1.0,15.0,19.0,19.0,2610.0,2610.0,-1.0,137.37,"khuyết 93.925% — giữ CỜ có/không, đừng điền giá trị",—,"mã hoá theo nhãn (target encoding), 26 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
dim_stores,store_brand_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,91.306,48,2.0,,,,,13.0,,,"khuyết 91.306% — giữ CỜ có/không, đừng điền giá trị",—,"mã hoá theo nhãn (target encoding), 48 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
dim_sub_inventories,sub_inventory_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,117,2.0,,,,,18.0,,,không có khuyết thiếu,—,"mã hoá theo nhãn (target encoding), 117 nhóm — tính trong từng fold",mã hoá theo nhãn (target encoding),—
dim_sub_inventories,warehouse_key,bigint,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,7,-1.0,2.0,3.0,6.0,7.0,7.0,0.5,2.33,không có khuyết thiếu,—,one-hot (7 nhóm),one-hot,—
dim_sub_inventories,sub_inventory_name,character varying,văn bản / phân loại,đặc trưng,1.064,186,5.0,,,,,71.0,,,"gộp vào nhóm ""(không rõ)""",—,"gần như không trùng — không mã hoá được, chỉ dùng làm khoá",không mã hoá được — chỉ dùng làm khoá,—
dim_sub_inventories,representative,character varying,văn bản / phân loại,BỎ — rỗng hoàn toàn,100.0,0,,,,,,,,,bỏ cột,—,—,—,—
dim_sub_inventories,position,character varying,văn bản / phân loại,BỎ — rỗng hoàn toàn,100.0,0,,,,,,,,,bỏ cột,—,—,—,—
dim_sub_inventories,deleted,integer,số rời rạc,BỎ — hằng số,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,,không có khuyết thiếu,—,—,—,—
dim_sub_inventories,row_hash,character varying,văn bản / phân loại,cột kỹ thuật — không phải đặc trưng,0.0,188,12.0,,,,,32.0,,,không có khuyết thiếu,—,—,—,—
dim_sub_inventories,id,bigint,số liên tục,cột kỹ thuật — không phải đặc trưng,0.0,188,-1.0,46.75,93.5,140.25,185.13,187.0,0.0,1.98,không có khuyết thiếu,—,—,—,—
dim_sub_inventories,source_refs,jsonb,jsonb,cột kỹ thuật — không phải đặc trưng,0.0,,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_sub_inventories,batch_id,bigint,số rời rạc,cột kỹ thuật — không phải đặc trưng,0.0,8,0.0,21.0,22823.0,22823.0,34215.419999999605,158996.0,-1.0,1.5,không có khuyết thiếu,—,—,—,—
dim_sub_inventories,created_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,8,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_sub_inventories,updated_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,11,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_sub_inventories,valid_from,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,8,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_sub_inventories,valid_to,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,62.234,4,,,,,,,,,"khuyết 62.234% — giữ CỜ có/không, đừng điền giá trị",—,—,—,—
dim_sub_inventories,is_current,boolean,nhị phân,cột kỹ thuật — không phải đặc trưng,0.0,2,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_suppliers,supplier_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,63,3.0,,,,,7.0,,,không có khuyết thiếu,—,"gần như không trùng — không mã hoá được, chỉ dùng làm khoá",không mã hoá được — chỉ dùng làm khoá,—
dim_suppliers,supplier_name,character varying,văn bản / phân loại,đặc trưng,0.0,63,3.0,,,,,18.0,,,không có khuyết thiếu,—,"gần như không trùng — không mã hoá được, chỉ dùng làm khoá",không mã hoá được — chỉ dùng làm khoá,—
dim_suppliers,is_deleted,boolean,nhị phân,BỎ — rỗng hoàn toàn,100.0,0,,,,,,,,,bỏ cột,—,—,—,—
dim_suppliers,row_hash,character varying,văn bản / phân loại,cột kỹ thuật — không phải đặc trưng,0.0,63,12.0,,,,,32.0,,,không có khuyết thiếu,—,—,—,—
dim_suppliers,id,bigint,số liên tục,cột kỹ thuật — không phải đặc trưng,0.0,63,-1.0,15.5,31.0,46.5,61.38,62.0,0.0,1.98,không có khuyết thiếu,—,—,—,—
dim_suppliers,source_refs,jsonb,jsonb,cột kỹ thuật — không phải đặc trưng,0.0,,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_suppliers,batch_id,bigint,số rời rạc,cột kỹ thuật — không phải đặc trưng,0.0,4,0.0,9.0,9.0,9.0,60094.96,60121.0,,6677.22,không có khuyết thiếu,—,—,—,—
dim_suppliers,valid_from,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,4,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_suppliers,valid_to,timestamp with time zone,thời gian,BỎ — rỗng hoàn toàn,100.0,0,,,,,,,,,bỏ cột,—,—,—,—
dim_suppliers,is_current,boolean,nhị phân,BỎ — hằng số,0.0,1,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_suppliers,created_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,4,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_suppliers,updated_at,timestamp with time zone,thời gian,cột kỹ thuật — không phải đặc trưng,0.0,4,,,,,,,,,không có khuyết thiếu,—,—,—,—
dim_warehouse_capacity,warehouse_code,character varying,văn bản / phân loại,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_warehouse_capacity,sub_inventory_code,character varying,văn bản / phân loại,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_warehouse_capacity,capacity_carton,double precision,số rời rạc,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_warehouse_capacity,effective_from,date,thời gian,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_warehouse_capacity,effective_to,date,thời gian,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_warehouse_capacity,notes,character varying,văn bản / phân loại,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_warehouse_capacity,id,bigint,số rời rạc,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_warehouse_capacity,source_refs,jsonb,jsonb,cột kỹ thuật — không phải đặc trưng,,,,,,,,,,,—,—,—,—,—
dim_warehouse_capacity,batch_id,bigint,số rời rạc,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_warehouse_capacity,created_at,timestamp with time zone,thời gian,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_warehouse_capacity,updated_at,timestamp with time zone,thời gian,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_warehouse_target,distributor_code,character varying,văn bản / phân loại,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_warehouse_target,warehouse_code,character varying,văn bản / phân loại,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_warehouse_target,sub_inventory_code,character varying,văn bản / phân loại,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_warehouse_target,period_year,integer,số rời rạc,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_warehouse_target,period_month,integer,số rời rạc,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_warehouse_target,target_carton,double precision,số rời rạc,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_warehouse_target,target_vnd,double precision,số rời rạc,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_warehouse_target,notes,character varying,văn bản / phân loại,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_warehouse_target,id,bigint,số rời rạc,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_warehouse_target,source_refs,jsonb,jsonb,cột kỹ thuật — không phải đặc trưng,,,,,,,,,,,—,—,—,—,—
dim_warehouse_target,batch_id,bigint,số rời rạc,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_warehouse_target,created_at,timestamp with time zone,thời gian,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_warehouse_target,updated_at,timestamp with time zone,thời gian,BỎ — hằng số,,0,,,,,,,,,—,—,—,—,—
dim_warehouses,warehouse_code,character varying,phân loại (khoá ngoại),khoá ngoại — dùng như biến phân loại,0.0,39,3.0,,,,,8.0,,,không có khuyết thiếu,—,"gần như không trùng — không mã hoá được, chỉ dùng làm khoá",không mã hoá được — chỉ dùng làm khoá,—
