bang,cot,kieu,dong,khuyet_pct,so_gia_tri_khac_nhau,luc_luong_pct,min,max,trung_binh,do_lech_chuan,p01,p25,trung_vi,p75,p95,p99,so_dong_bang_0,so_dong_am,so_dong_chuoi_rong,hang_so
dim_product_prices,product_code,character varying,9085,0.0,678,7.463,8,12,,,,,,,,,,,0,false
dim_product_prices,price_group_code,character varying,9085,0.0,183,2.014,5,11,,,,,,,,,,,0,false
dim_product_prices,price_group_name,character varying,9085,0.0,182,2.003,17,21,,,,,,,,,,,0,false
dim_product_prices,uom,character varying,9085,3.17,16,0.182,2,3,,,,,,,,,,,0,false
dim_product_prices,price_incl_vat,numeric,9085,0.0,2045,22.51,1,2779920,117110.48252614199,262530.48187246,5498.28,15708.6,25134.84,94255.0,378000.0,1555200.0,0,0,,false
dim_product_prices,tax_rate,numeric,9085,0.0,4,0.044,0,0.1,0.07951458447991194,0.006952621465721755,0.05,0.08,0.08,0.08,0.08,0.1,45,0,,false
dim_product_prices,price_excl_vat,numeric,9085,0.0,2061,22.686,0.93,2574000,108657.75861860209,243471.57892194,5091.0,14545.0,23273.0,87273.15,350000.0,1440000.0,0,0,,false
dim_product_prices,valid_from,timestamp with time zone,9085,0.0,200,2.201,2000-01-01 00:00:00+00,2026-09-28 00:00:00+00,,,,,,,,,,,,false
dim_product_prices,valid_to,timestamp with time zone,9085,0.132,154,1.697,2025-01-01 00:00:00+00,2028-12-31 10:21:48+00,,,,,,,,,,,,false
dim_product_prices,is_current,boolean,9085,0.0,2,0.022,,,,,,,,,,,,,,false
dim_product_prices,created_at,timestamp with time zone,9085,0.0,1,0.011,2026-08-28 02:12:39.989884+00,2026-08-28 02:12:39.989884+00,,,,,,,,,,,,true
dim_product_prices,updated_at,timestamp with time zone,9085,0.0,1,0.011,2026-08-28 02:12:39.989884+00,2026-08-28 02:12:39.989884+00,,,,,,,,,,,,true
dim_products,product_code,character varying,2543,0.0,1275,50.138,6,12,,,,,,,,,,,0,false
dim_products,product_name,character varying,2543,0.0,1259,49.508,5,100,,,,,,,,,,,0,false
dim_products,brand_id,bigint,2543,0.118,217,8.543,149,245834,89052.41614173229,96864.62918572,149.0,247.0,102586.0,126152.0,245824.0,245832.0,0,0,,false
dim_products,category_code,character varying,2543,0.039,77,3.029,2,5,,,,,,,,,,,0,false
dim_products,category_id,bigint,2543,7.039,75,3.173,197,276,256.5537225042301,22.191599312613583,199.0,244.0,268.0,274.0,276.0,276.0,0,0,,false
dim_products,supplier_id,bigint,2543,26.976,61,3.285,1,62,25.28486806677437,22.86737186850918,1.0,3.0,20.0,53.0,57.0,57.0,0,0,,false
dim_products,shelf_life,character varying,2543,38.97,19,1.224,1,4,,,,,,,,,,,0,false
dim_products,pack_size,double precision,2543,100.0,0,,,,,,,,,,,,0,0,,true
dim_products,row_hash,character varying,2543,0.0,2543,100.0,12,32,,,,,,,,,,,0,false
dim_products,id,bigint,2543,0.0,2543,100.0,-1,2542,1270.999606763665,734.101491620774,25.42,635.5,1271.0,1906.5,2414.9,2516.58,0,1,,false
dim_products,source_refs,jsonb,2543,0.0,,,,,,,,,,,,,,,,false
dim_products,batch_id,bigint,2543,0.0,14,0.551,0,108098,27382.3456547385,27379.23295775,20.0,20.0,38118.0,54604.0,54604.0,54604.0,1,0,,false
dim_products,valid_from,timestamp with time zone,2543,0.0,2543,100.0,2026-06-09 08:10:04.159249+00,2026-07-23 04:08:08.804739+00,,,,,,,,,,,,false
dim_products,valid_to,timestamp with time zone,2543,0.039,8,0.315,2026-06-25 01:43:31.070666+00,2099-12-31 00:00:00+00,,,,,,,,,,,,false
dim_products,is_current,boolean,2543,0.0,2,0.079,,,,,,,,,,,,,,false
dim_products,created_at,timestamp with time zone,2543,0.0,2543,100.0,2026-06-09 08:10:04.255195+00,2026-07-23 04:08:08.804758+00,,,,,,,,,,,,false
dim_products,updated_at,timestamp with time zone,2543,0.0,1282,50.413,2026-06-09 08:10:04.255201+00,2026-07-23 04:08:08.804763+00,,,,,,,,,,,,false
dim_products,sub_brand,character varying,2543,100.0,0,,,,,,,,,,,,,,0,true
dim_products,uom,character varying,2543,32.442,17,0.99,2,3,,,,,,,,,,,0,false
dim_products,conversion_rate,numeric,2543,27.527,54,2.93,1,280,27.74498100922409,27.604889407383755,1.0,12.0,24.0,36.0,64.0,150.0,0,0,,false
dim_products,net_weight,numeric,2543,32.56,245,14.286,0.58,66.5,5.679923032069971,6.312806481540221,1.0,2.13,3.52,6.5,17.389999999999986,25.988999999999884,0,0,,false
dim_products,volume,numeric,2543,100.0,0,,,,,,,,,,,,0,0,,true
dim_products,unit_per_pack,character varying,2543,100.0,0,,,,,,,,,,,,,,0,true
dim_products,mt_price_exc_vat,numeric,2543,99.725,1,14.286,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,,true
dim_products,mt_price_inc_vat,numeric,2543,99.725,1,14.286,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,,true
dim_products,tax_code,character varying,2543,50.138,4,0.315,4,5,,,,,,,,,,,0,false
dim_products,tax_rate,numeric,2543,50.138,4,0.315,0,0.1,0.07971608832807571,0.0052310791539821435,0.05,0.08,0.08,0.08,0.08,0.08,3,0,,false
dim_promotions,id,bigint,0,,0,,,,,,,,,,,,0,0,,true
dim_promotions,promo_code_dms,text,0,,0,,,,,,,,,,,,,,0,true
dim_promotions,promo_code_orc,text,0,,0,,,,,,,,,,,,,,0,true
dim_promotions,promo_name,text,0,,0,,,,,,,,,,,,,,0,true
dim_promotions,mechanic_type,text,0,,0,,,,,,,,,,,,,,0,true
dim_promotions,long_mechanic,text,0,,0,,,,,,,,,,,,,,0,true
dim_promotions,promo_start,date,0,,0,,,,,,,,,,,,,,,true
dim_promotions,promo_end,date,0,,0,,,,,,,,,,,,,,,true
dim_promotions,target_channel,text,0,,0,,,,,,,,,,,,,,0,true
dim_promotions,target_chain,text,0,,0,,,,,,,,,,,,,,0,true
dim_promotions,budget_total,numeric,0,,0,,,,,,,,,,,,0,0,,true
dim_promotions,notes,text,0,,0,,,,,,,,,,,,,,0,true
dim_promotions,is_active,boolean,0,,0,,,,,,,,,,,,,,,true
dim_promotions,created_at,timestamp without time zone,0,,0,,,,,,,,,,,,,,,true
dim_promotions,updated_at,timestamp without time zone,0,,0,,,,,,,,,,,,,,,true
dim_sales_positions,id,bigint,7,0.0,7,100.0,1,9,4.285714285714286,2.4907993963089563,1.06,2.5,4.0,5.5,8.099999999999998,8.819999999999999,0,0,,false
dim_sales_positions,created_at,timestamp with time zone,7,0.0,2,28.571,2026-08-10 03:41:49.029566+00,2026-08-24 03:55:58.631316+00,,,,,,,,,,,,false
dim_sales_positions,updated_at,timestamp with time zone,7,0.0,1,14.286,2026-08-28 09:10:15.388617+00,2026-08-28 09:10:15.388617+00,,,,,,,,,,,,true
dim_sales_positions,position_code,character varying,7,0.0,7,100.0,2,4,,,,,,,,,,,0,false
dim_sales_positions,position_name,character varying,7,0.0,7,100.0,12,18,,,,,,,,,,,0,false
dim_sales_positions,power_level,integer,7,0.0,6,85.714,1,6,3.142857142857143,1.8070158058105026,1.0,1.5,3.0,4.5,5.699999999999999,5.9399999999999995,0,0,,false
dim_sales_positions,is_active,boolean,7,0.0,1,14.286,,,,,,,,,,,,,,true
dim_shippers,shipper_code,character varying,57292,0.0,99,0.173,6,15,,,,,,,,,,,0,false
dim_shippers,group_code,character varying,57292,0.0,1,0.002,7,7,,,,,,,,,,,0,true
dim_shippers,shipper_name,character varying,57292,0.0,100,0.175,4,20,,,,,,,,,,,0,false
dim_shippers,license_plate,character varying,57292,0.024,168,0.293,0,19,,,,,,,,,,,741,false
dim_shippers,row_hash,character varying,57292,0.0,243,0.424,12,32,,,,,,,,,,,0,false
dim_shippers,id,bigint,57292,0.0,57292,100.0,-1,57500,28688.06096837255,16579.82106912,572.91,14331.75,28672.5,43021.25,54611.45,56927.09,0,1,,false
dim_shippers,source_refs,jsonb,57292,0.003,,,,,,,,,,,,,,,,false
dim_shippers,batch_id,bigint,57292,0.005,4111,7.176,18,241711,116082.67007627992,79323.59170729,1354.0,38119.0,114031.0,194958.0,234521.0,240775.0,0,0,,false
dim_shippers,valid_from,timestamp with time zone,57292,0.0,4112,7.177,-infinity,2026-08-28 09:11:20.969869+00,,,,,,,,,,,,false
dim_shippers,valid_to,timestamp with time zone,57292,0.173,4109,7.184,2026-06-10 03:15:02.796945+00,2026-08-28 09:11:20.692945+00,,,,,,,,,,,,false
dim_shippers,is_current,boolean,57292,0.0,2,0.003,,,,,,,,,,,,,,false
dim_shippers,created_at,timestamp with time zone,57292,0.0,4113,7.179,2026-06-09 08:16:48.063652+00,2026-08-28 09:11:20.692945+00,,,,,,,,,,,,false
dim_shippers,updated_at,timestamp with time zone,57292,0.0,4155,7.252,2026-06-09 08:16:48.063652+00,2026-08-28 09:11:46.636327+00,,,,,,,,,,,,false
dim_site_accounts,site_account_code,character varying,7,0.0,7,100.0,4,4,,,,,,,,,,,0,false
dim_site_accounts,site_account_name,character varying,7,0.0,7,100.0,6,11,,,,,,,,,,,0,false
dim_site_accounts,description,character varying,7,100.0,0,,,,,,,,,,,,,,0,true
dim_site_accounts,id,bigint,7,0.0,7,100.0,1,7,4.0,2.0,1.06,2.5,4.0,5.5,6.699999999999999,6.9399999999999995,0,0,,false
dim_site_accounts,source_refs,jsonb,7,100.0,,,,,,,,,,,,,,,,false
dim_site_accounts,batch_id,bigint,7,0.0,1,14.286,241696,241696,241696.0,0.0,241696.0,241696.0,241696.0,241696.0,241696.0,241696.0,0,0,,true
dim_site_accounts,created_at,timestamp with time zone,7,0.0,1,14.286,2026-06-09 08:15:21.188057+00,2026-06-09 08:15:21.188057+00,,,,,,,,,,,,true
dim_site_accounts,updated_at,timestamp with time zone,7,0.0,1,14.286,2026-08-28 09:10:15.388617+00,2026-08-28 09:10:15.388617+00,,,,,,,,,,,,true
dim_site_domains,site_domain_code,character varying,137,0.0,137,100.0,7,14,,,,,,,,,,,0,false
dim_site_domains,site_domain_name,character varying,137,0.0,136,99.27,2,22,,,,,,,,,,,0,false
dim_site_domains,site_domain_level,integer,137,0.0,5,3.65,0,4,3.510948905109489,0.9445718013471824,1.0,3.0,4.0,4.0,4.0,4.0,1,0,,false
dim_site_domains,site_domain_path,character varying,137,0.0,137,100.0,9,33,,,,,,,,,,,0,false
dim_site_domains,parent_code,character varying,137,0.73,28,20.588,0,7,,,,,,,,,,,10,false
dim_site_domains,id,bigint,137,0.0,137,100.0,-1,136,67.99270072992701,39.56008021630715,1.36,34.0,68.0,102.0,129.2,134.64,0,1,,false
dim_site_domains,source_refs,jsonb,137,100.0,,,,,,,,,,,,,,,,false
dim_site_domains,batch_id,bigint,137,0.73,1,0.735,241699,241699,241699.0,0.0,241699.0,241699.0,241699.0,241699.0,241699.0,241699.0,0,0,,true
dim_site_domains,created_at,timestamp with time zone,137,0.0,1,0.73,2026-06-09 08:15:21.188057+00,2026-06-09 08:15:21.188057+00,,,,,,,,,,,,true
dim_site_domains,updated_at,timestamp with time zone,137,0.0,2,1.46,2026-06-09 08:15:21.188057+00,2026-08-28 09:10:15.388617+00,,,,,,,,,,,,false
dim_site_domains,dms_city_code,character varying,137,0.73,63,46.324,0,2,,,,,,,,,,,74,false
dim_site_domains,dms_city_name,character varying,137,0.73,63,46.324,0,17,,,,,,,,,,,74,false
dim_stores,store_code,character varying,301391,0.0,56390,18.71,1,34,,,,,,,,,,,0,false
dim_stores,site_domain_id,bigint,301391,45.076,63,0.038,12,86,34.57379254675097,20.922221162299294,12.0,17.0,28.0,57.0,70.0,79.0,0,0,,false
dim_stores,group_code,character varying,301391,0.0,2,0.001,3,4,,,,,,,,,,,0,false
dim_stores,account_channel_id,bigint,301391,5.017,75,0.026,1,127,71.10902540766023,10.133388033193292,27.0,69.0,69.0,69.0,84.0,106.0,0,0,,false
dim_stores,store_name,character varying,301391,0.0,44612,14.802,0,174,,,,,,,,,,,2756,false
dim_stores,address,character varying,301391,32.502,36787,18.083,1,248,,,,,,,,,,,0,false
dim_stores,system,character varying,301391,61.379,9313,8.001,1,8,,,,,,,,,,,0,false
dim_stores,is_legal_entity,boolean,301391,0.0,2,0.001,,,,,,,,,,,,,,false
dim_stores,row_hash,character varying,301391,0.0,64407,21.37,12,32,,,,,,,,,,,0,false
dim_stores,id,bigint,301391,0.0,301391,100.0,-1,426087,251972.41846112744,100650.96955249,80864.39,164825.75,252531.5,339439.25,408447.05,422437.61,0,1,,false
dim_stores,source_refs,jsonb,301391,0.0,,,,,,,,,,,,,,,,false
dim_stores,batch_id,bigint,301391,0.0,3028,1.005,0,241707,139698.80949438954,58585.68028758,25161.0,134585.0,166145.0,169273.0,204962.0,223552.0,1,0,,false
dim_stores,valid_from,timestamp with time zone,301391,0.0,295,0.098,-infinity,2026-08-28 06:31:13.536888+00,,,,,,,,,,,,false
dim_stores,valid_to,timestamp with time zone,301391,7.907,4529,1.632,2026-06-19 03:11:57.150705+00,2026-08-28 09:10:55.603332+00,,,,,,,,,,,,false
dim_stores,is_current,boolean,301391,0.0,2,0.001,,,,,,,,,,,,,,false
dim_stores,created_at,timestamp with time zone,301391,0.0,3562,1.182,2026-06-19 03:06:19.895558+00,2026-08-28 09:10:55.799682+00,,,,,,,,,,,,false
dim_stores,updated_at,timestamp with time zone,301391,0.0,5145,1.707,2026-06-19 03:06:19.895559+00,2026-08-28 09:10:55.799682+00,,,,,,,,,,,,false
dim_stores,store_format,character varying,301391,99.998,1,20.0,5,5,,,,,,,,,,,0,true
dim_stores,account_status,character varying,301391,89.038,2,0.006,6,8,,,,,,,,,,,0,false
dim_stores,created_date,timestamp without time zone,301391,98.138,111,1.978,2025-01-25 00:00:00,2026-08-28 00:00:00,,,,,,,,,,,,false
dim_stores,phone_number,character varying,301391,85.957,12033,28.431,0,50,,,,,,,,,,,18981,false
dim_stores,freezer_qty,integer,301391,100.0,0,,,,,,,,,,,,0,0,,true
dim_stores,site_number,character varying,301391,62.813,18986,16.94,13,13,,,,,,,,,,,0,false
dim_stores,distributor_id,bigint,301391,93.925,26,0.142,1,2610,155.3771754943693,583.225657588157,2.0,15.0,19.0,19.0,2597.0,2610.0,0,0,,false
dim_stores,store_brand_code,character varying,301391,91.306,48,0.183,2,13,,,,,,,,,,,0,false
dim_sub_inventories,sub_inventory_code,character varying,188,0.0,117,62.234,2,18,,,,,,,,,,,0,false
dim_sub_inventories,warehouse_key,bigint,188,0.0,7,3.723,-1,7,3.9893617021276597,1.9101892568096872,2.0,2.0,3.0,6.0,7.0,7.0,0,1,,false
dim_sub_inventories,sub_inventory_name,character varying,188,1.064,186,100.0,5,71,,,,,,,,,,,0,false
dim_sub_inventories,representative,character varying,188,100.0,0,,,,,,,,,,,,,,0,true
dim_sub_inventories,position,character varying,188,100.0,0,,,,,,,,,,,,,,0,true
dim_sub_inventories,deleted,integer,188,0.0,1,0.532,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188,0,,true
dim_sub_inventories,row_hash,character varying,188,0.0,188,100.0,12,32,,,,,,,,,,,0,false
dim_sub_inventories,id,bigint,188,0.0,188,100.0,-1,187,93.49468085106383,54.27936966939331,1.87,46.75,93.5,140.25,177.65,185.13,0,1,,false
dim_sub_inventories,source_refs,jsonb,188,0.0,,,,,,,,,,,,,,,,false
dim_sub_inventories,batch_id,bigint,188,0.0,8,4.255,0,158996,15187.72340425532,16770.43978407,21.0,21.0,22823.0,22823.0,22823.0,34215.419999999605,1,0,,false
dim_sub_inventories,created_at,timestamp with time zone,188,0.0,8,4.255,2026-06-09 08:10:04.318863+00,2026-08-08 05:34:35.461117+00,,,,,,,,,,,,false
dim_sub_inventories,updated_at,timestamp with time zone,188,0.0,11,5.851,2026-06-09 08:10:04.318868+00,2026-08-08 05:34:35.461117+00,,,,,,,,,,,,false
dim_sub_inventories,valid_from,timestamp with time zone,188,0.0,8,4.255,2026-06-09 08:10:04.318869+00,2026-08-08 05:34:35.461117+00,,,,,,,,,,,,false
dim_sub_inventories,valid_to,timestamp with time zone,188,62.234,4,5.634,2026-06-11 06:52:36.202939+00,2026-07-24 02:28:28.973251+00,,,,,,,,,,,,false
dim_sub_inventories,is_current,boolean,188,0.0,2,1.064,,,,,,,,,,,,,,false
dim_suppliers,supplier_code,character varying,63,0.0,63,100.0,3,7,,,,,,,,,,,0,false
dim_suppliers,supplier_name,character varying,63,0.0,63,100.0,3,18,,,,,,,,,,,0,false
dim_suppliers,is_deleted,boolean,63,100.0,0,,,,,,,,,,,,,,,true
dim_suppliers,row_hash,character varying,63,0.0,63,100.0,12,32,,,,,,,,,,,0,false
dim_suppliers,id,bigint,63,0.0,63,100.0,-1,62,30.984126984126984,18.211710922207,0.24,15.5,31.0,46.5,58.9,61.38,0,1,,false
dim_suppliers,source_refs,jsonb,63,0.0,,,,,,,,,,,,,,,,false
dim_suppliers,batch_id,bigint,63,0.0,4,6.349,0,60121,1916.5079365079366,10535.3724471,5.58,9.0,9.0,9.0,9.0,60094.96,1,0,,false
dim_suppliers,valid_from,timestamp with time zone,63,0.0,4,6.349,2026-06-09 08:10:04.267805+00,2026-07-01 03:38:57.169615+00,,,,,,,,,,,,false
dim_suppliers,valid_to,timestamp with time zone,63,100.0,0,,,,,,,,,,,,,,,true
dim_suppliers,is_current,boolean,63,0.0,1,1.587,,,,,,,,,,,,,,true
dim_suppliers,created_at,timestamp with time zone,63,0.0,4,6.349,2026-06-09 08:10:04.267799+00,2026-07-01 03:38:57.163743+00,,,,,,,,,,,,false
dim_suppliers,updated_at,timestamp with time zone,63,0.0,4,6.349,2026-06-09 08:10:04.267804+00,2026-07-01 03:38:57.163743+00,,,,,,,,,,,,false
dim_warehouse_capacity,warehouse_code,character varying,0,,0,,,,,,,,,,,,,,0,true
dim_warehouse_capacity,sub_inventory_code,character varying,0,,0,,,,,,,,,,,,,,0,true
dim_warehouse_capacity,capacity_carton,double precision,0,,0,,,,,,,,,,,,0,0,,true
dim_warehouse_capacity,effective_from,date,0,,0,,,,,,,,,,,,,,,true
dim_warehouse_capacity,effective_to,date,0,,0,,,,,,,,,,,,,,,true
dim_warehouse_capacity,notes,character varying,0,,0,,,,,,,,,,,,,,0,true
dim_warehouse_capacity,id,bigint,0,,0,,,,,,,,,,,,0,0,,true
dim_warehouse_capacity,source_refs,jsonb,0,,,,,,,,,,,,,,,,,false
dim_warehouse_capacity,batch_id,bigint,0,,0,,,,,,,,,,,,0,0,,true
dim_warehouse_capacity,created_at,timestamp with time zone,0,,0,,,,,,,,,,,,,,,true
dim_warehouse_capacity,updated_at,timestamp with time zone,0,,0,,,,,,,,,,,,,,,true
dim_warehouse_target,distributor_code,character varying,0,,0,,,,,,,,,,,,,,0,true
dim_warehouse_target,warehouse_code,character varying,0,,0,,,,,,,,,,,,,,0,true
dim_warehouse_target,sub_inventory_code,character varying,0,,0,,,,,,,,,,,,,,0,true
dim_warehouse_target,period_year,integer,0,,0,,,,,,,,,,,,0,0,,true
dim_warehouse_target,period_month,integer,0,,0,,,,,,,,,,,,0,0,,true
dim_warehouse_target,target_carton,double precision,0,,0,,,,,,,,,,,,0,0,,true
dim_warehouse_target,target_vnd,double precision,0,,0,,,,,,,,,,,,0,0,,true
dim_warehouse_target,notes,character varying,0,,0,,,,,,,,,,,,,,0,true
dim_warehouse_target,id,bigint,0,,0,,,,,,,,,,,,0,0,,true
dim_warehouse_target,source_refs,jsonb,0,,,,,,,,,,,,,,,,,false
dim_warehouse_target,batch_id,bigint,0,,0,,,,,,,,,,,,0,0,,true
dim_warehouse_target,created_at,timestamp with time zone,0,,0,,,,,,,,,,,,,,,true
dim_warehouse_target,updated_at,timestamp with time zone,0,,0,,,,,,,,,,,,,,,true
dim_warehouses,warehouse_code,character varying,39,0.0,39,100.0,3,8,,,,,,,,,,,0,false
dim_warehouses,warehouse_name,character varying,39,0.0,39,100.0,6,44,,,,,,,,,,,0,false
dim_warehouses,address,character varying,39,41.026,23,100.0,3,96,,,,,,,,,,,0,false
dim_warehouses,warehouse_type,integer,39,97.436,1,100.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,,true
dim_warehouses,warehouse_type_code,character varying,39,2.564,2,5.263,3,7,,,,,,,,,,,0,false
dim_warehouses,min_stock_qty,double precision,39,100.0,0,,,,,,,,,,,,0,0,,true
dim_warehouses,dms_site_code,character varying,39,71.795,11,100.0,3,13,,,,,,,,,,,0,false
dim_warehouses,is_active,boolean,39,0.0,1,2.564,,,,,,,,,,,,,,true
dim_warehouses,row_hash,character varying,39,0.0,39,100.0,12,32,,,,,,,,,,,0,false
dim_warehouses,id,bigint,39,0.0,39,100.0,-1,38,18.974358974358974,11.298938410508782,-0.24,9.5,19.0,28.5,36.1,37.62,0,1,,false
dim_warehouses,source_refs,jsonb,39,0.0,,,,,,,,,,,,,,,,false
dim_warehouses,batch_id,bigint,39,0.0,2,5.128,0,15,14.615384615384615,2.3709284626803755,5.7,15.0,15.0,15.0,15.0,15.0,1,0,,false
dim_warehouses,valid_from,timestamp with time zone,39,0.0,2,5.128,2026-06-09 08:10:04.3053+00,2026-06-09 08:16:46.162872+00,,,,,,,,,,,,false
dim_warehouses,valid_to,timestamp with time zone,39,100.0,0,,,,,,,,,,,,,,,true
dim_warehouses,is_current,boolean,39,0.0,1,2.564,,,,,,,,,,,,,,true
dim_warehouses,created_at,timestamp with time zone,39,0.0,2,5.128,2026-06-09 08:10:04.305294+00,2026-06-09 08:16:46.162872+00,,,,,,,,,,,,false
dim_warehouses,updated_at,timestamp with time zone,39,0.0,2,5.128,2026-06-09 08:10:04.305299+00,2026-06-09 08:16:46.162872+00,,,,,,,,,,,,false
dim_weather_locations,city_name,character varying,64,0.0,64,100.0,6,17,,,,,,,,,,,0,false
dim_weather_locations,latitude,double precision,64,0.0,63,98.438,0,22.8233,15.804460937499996,5.239873804021226,5.781447,10.918275,15.8122,20.969625,22.358249999999998,22.724642,1,0,,false
dim_weather_locations,longitude,double precision,64,0.0,61,95.312,0,109.3,104.753659375,13.265500660309133,64.90190700000001,105.675725,106.18020000000001,107.09832499999999,108.955805,109.2496,1,0,,false
dim_weather_locations,id,bigint,64,0.0,64,100.0,-1,63,31.484375,18.499993401603554,0.26,15.75,31.5,47.25,59.849999999999994,62.37,0,1,,false
dim_weather_locations,source_refs,jsonb,64,0.0,,,,,,,,,,,,,,,,false
dim_weather_locations,batch_id,bigint,64,0.0,1,1.562,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,0,,true
dim_weather_locations,created_at,timestamp with time zone,64,0.0,64,100.0,2026-06-09 08:10:04.366837+00,2026-06-09 08:10:04.463327+00,,,,,,,,,,,,false
dim_weather_locations,updated_at,timestamp with time zone,64,0.0,64,100.0,2026-06-09 08:10:04.366842+00,2026-08-28 01:43:19.086172+00,,,,,,,,,,,,false
dms_notify_ledger,order_code,character varying,67945,0.0,67945,100.0,6,6,,,,,,,,,,,0,false
dms_notify_ledger,last_notified_at,timestamp with time zone,67945,0.0,5056,7.441,2026-07-03 06:02:06.37935+00,2026-08-28 02:26:16.735097+00,,,,,,,,,,,,false
dwh_batch_logs,id,bigint,241005,0.0,241005,100.0,0,241727,120817.61029024294,69699.70510896,2410.04,60498.0,120812.0,181100.0,229560.8,239316.96,1,0,,false
dwh_batch_logs,target_table,character varying,241005,0.0,44,0.018,7,31,,,,,,,,,,,0,false
dwh_batch_logs,data_from,timestamp with time zone,241005,0.0,240642,99.849,-infinity,2026-08-28 09:00:16.265861+00,,,,,,,,,,,,false
dwh_batch_logs,data_to,timestamp with time zone,241005,0.0,241005,100.0,-infinity,2026-08-28 09:12:37.641395+00,,,,,,,,,,,,false
dwh_batch_logs,status,character varying,241005,0.0,5,0.002,5,10,,,,,,,,,,,0,false
dwh_batch_logs,row_count,integer,241005,0.0,5730,2.378,0,2021006,739.9521669674903,8443.748800554242,0.0,0.0,5.0,117.0,4018.0,11359.0,101728,0,,false
dwh_batch_logs,duration_ms,integer,241005,0.0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241005,0,,true
dwh_batch_logs,error_message,text,241005,99.871,24,7.742,34,500,,,,,,,,,,,0,false
dwh_batch_logs,created_at,timestamp with time zone,241005,0.0,179191,74.352,2026-06-09 08:10:04.159249+00,2026-08-28 09:12:37.433894+00,,,,,,,,,,,,false
dwh_batch_logs,updated_at,timestamp with time zone,241005,0.0,241004,100.0,2026-06-09 08:10:04.159249+00,2026-08-28 09:15:52.834593+00,,,,,,,,,,,,false
fact_asset_activities,visit_key,bigint,0,,0,,,,,,,,,,,,0,0,,true
fact_asset_activities,asset_key,bigint,0,,0,,,,,,,,,,,,0,0,,true
fact_asset_activities,scan_count,integer,0,,0,,,,,,,,,,,,0,0,,true
fact_asset_activities,is_active,boolean,0,,0,,,,,,,,,,,,,,,true
fact_asset_activities,id,bigint,0,,0,,,,,,,,,,,,0,0,,true
fact_asset_activities,source_refs,jsonb,0,,,,,,,,,,,,,,,,,false
fact_asset_activities,batch_id,bigint,0,,0,,,,,,,,,,,,0,0,,true
fact_asset_activities,created_at,timestamp with time zone,0,,0,,,,,,,,,,,,,,,true
fact_asset_activities,updated_at,timestamp with time zone,0,,0,,,,,,,,,,,,,,,true
fact_asset_audits,visit_id,bigint,216302,0.0,189998,87.839,449308,1564541,780005.3881471276,243864.24555445,454871.01,611095.25,716836.5,940580.75,1265457.9,1495816.99,0,0,,false
fact_asset_audits,shop_id,bigint,216302,0.0,11988,5.542,77501,426087,106376.22588325581,31494.07818512,77839.0,95540.0,102881.0,109349.0,132533.0,210303.7899999998,0,0,,false
fact_asset_audits,asset_id,bigint,216302,0.0,15393,7.116,6,32962,12957.39139258999,5507.891267053072,750.0,11496.0,13877.0,15881.0,19773.0,27409.0,0,0,,false
fact_asset_audits,audit_date,timestamp without time zone,216302,0.0,187406,86.641,2025-12-01 06:18:43,2026-08-28 16:04:03,,,,,,,,,,,,false
fact_asset_audits,qr_code,character varying,216302,0.0,11237,5.195,3,34,,,,,,,,,,,0,false
fact_asset_audits,is_scanned,boolean,216302,0.0,1,0.0,,,,,,,,,,,,,,true
fact_asset_audits,condition_status,character varying,216302,100.0,0,,,,,,,,,,,,,,0,true
fact_asset_audits,notes,text,216302,100.0,0,,,,,,,,,,,,,,0,true
fact_asset_audits,id,bigint,216302,0.0,216302,100.0,207421,750335,355721.00731384824,126040.49994453,209584.01,261496.25,315571.5,439323.75,614825.95,724630.97,0,0,,false
fact_asset_audits,source_refs,jsonb,216302,100.0,,,,,,,,,,,,,,,,false
fact_asset_audits,batch_id,bigint,216302,100.0,0,,,,,,,,,,,,0,0,,true
fact_asset_audits,created_at,timestamp with time zone,216302,0.0,1868,0.864,2026-06-19 04:14:14.314096+00,2026-08-28 09:11:41.213415+00,,,,,,,,,,,,false
fact_asset_audits,updated_at,timestamp with time zone,216302,0.0,1868,0.864,2026-06-19 04:14:14.314096+00,2026-08-28 09:11:41.213415+00,,,,,,,,,,,,false
fact_asset_inventory,id,bigint,20178,0.0,20178,100.0,1,56382,10219.547824363168,6167.073992945981,202.77,5045.25,10089.5,15133.75,19169.149999999998,28322.23,0,0,,false
fact_asset_inventory,batch_id,bigint,20178,0.0,469,2.324,57090,241714,69653.51437208841,38125.95482448,57090.0,57090.0,57090.0,57090.0,177380.0,228204.43,0,0,,false
fact_asset_inventory,source_refs,jsonb,20178,0.0,,,,,,,,,,,,,,,,false
fact_asset_inventory,serial,character varying,20178,0.0,20178,100.0,1,34,,,,,,,,,,,0,false
fact_asset_inventory,distributor_key,bigint,20178,0.0,23,0.114,-1,2610,76.61904053920111,431.16322255076,-1.0,-1.0,-1.0,5.0,29.0,2597.0,0,13435,,false
