bang,truong,dang,so_dong_mau,khuyet_pct,so_gia_tri_khac_nhau,diem_thong_tin,danh_gia
dim_locators,location_code,phân loại,315,12.698,78,0.8567,thông tin phong phú
dim_locators,location_address,phân loại,315,12.698,78,0.8567,thông tin phong phú
dim_account_channels,channel_level,số,127,0.0,3,0.8559,thông tin phong phú
zz_archive_om_orphans_20260804,sub_inventory_key,số,446,0.0,21,0.8557,thông tin phong phú
fact_promo_budget_available,subregion_site_domain_id,số,20000,0.0,12,0.8535,thông tin phong phú
dim_delivery_status,delivery_status,phân loại,103,0.0,5,0.8494,thông tin phong phú
fact_delivery_details,sub_inventory_key,số,20000,0.0,59,0.8492,thông tin phong phú
fact_order_lines,schedule_ship_date,phân loại,20000,50.335,2597,0.8482,thông tin phong phú
fact_promo_budget_available,subregion_name_raw,phân loại,20000,0.43,12,0.8454,thông tin phong phú
fact_inventory_lot_snapshot,sub_inventory_id,số,20000,0.0,67,0.8438,thông tin phong phú
fact_order_fulfillment,total_discount,số,20000,0.0,7933,0.8424,thông tin phong phú
fact_order_fulfillment,item_count,số,20000,0.0,51,0.842,thông tin phong phú
dim_distributors,distributor_code,phân loại,89,0.0,35,0.841,thông tin phong phú
dim_distributors,distributor_name,phân loại,89,0.0,35,0.841,thông tin phong phú
dim_distributors,source_refs,phân loại,89,0.0,35,0.841,thông tin phong phú
fact_promo_budget_available,sub_inventory_key,số,20000,0.0,38,0.8406,thông tin phong phú
dim_distributors,row_hash,phân loại,89,0.0,37,0.8366,thông tin phong phú
fact_delivery_details,created_at,phân loại,20000,0.0,523,0.8305,thông tin phong phú
fact_delivery_details,updated_at,phân loại,20000,0.0,523,0.8305,thông tin phong phú
fact_roadmaps,channel_code,phân loại,268,0.0,4,0.8273,thông tin phong phú
fact_roadmaps,channel_name,phân loại,268,0.0,4,0.8273,thông tin phong phú
fact_promo_budget_available,promo_start_date_key,số,20000,0.0,89,0.8261,thông tin phong phú
dim_products,category_id,phân loại,2543,7.039,76,0.824,thông tin phong phú
zz_archive_om_orphans_20260804,created_at,phân loại,446,0.0,11,0.8188,thông tin phong phú
fact_promo_budget_available,promo_end_date_key,số,20000,0.0,77,0.8155,thông tin phong phú
dim_locators,organization_code,phân loại,315,8.889,7,0.8151,thông tin phong phú
dim_otif_reason,incharge_group,phân loại,22,0.0,5,0.8139,thông tin phong phú
dim_products,category_code,phân loại,2543,0.039,78,0.8134,thông tin phong phú
zz_archive_om_orphans_20260804,order_date_key,số,446,0.0,23,0.8102,thông tin phong phú
zz_archive_om_orphans_20260804,updated_at,phân loại,446,0.0,18,0.807,thông tin phong phú
dim_locators,purpose_code,phân loại,315,0.0,9,0.805,thông tin phong phú
dim_locators,purpose_name,phân loại,315,0.0,9,0.805,thông tin phong phú
dim_otif_reason,revenue_loss_level,phân loại,22,4.545,7,0.8038,thông tin phong phú
fact_delivery_details,dispatcher_name,phân loại,20000,1.01,23,0.7993,thông tin phong phú
fact_inventory_daily_balances,closing_quantity,số,20000,0.0,1624,0.795,thông tin phong phú
fact_visits,scan_serials,phân loại,20000,60.27,4711,0.791,thông tin phong phú
fact_inventory_daily_balances,opening_quantity,số,20000,0.0,1625,0.7905,thông tin phong phú
dim_account_channels,level_1_code,phân loại,127,7.874,7,0.7891,thông tin phong phú
fact_inventory_lot_snapshot,available_primary,số,20000,16.03,2030,0.788,thông tin phong phú
fact_order_fulfillment,delivery_date_key,số,20000,21.38,474,0.7849,thông tin phong phú
fact_order_fulfillment,warehouse_key,số,20000,0.0,29,0.7812,thông tin phong phú
dim_distributors,updated_at,phân loại,89,0.0,39,0.779,thông tin phong phú
fact_asset_inventory,holder_name,phân loại,20000,0.0,32,0.7739,thông tin phong phú
fact_promo_budget_available,region_site_domain_id,số,20000,0.0,5,0.7717,thông tin phong phú
fact_inventory_lot_snapshot,volume_primary,số,20000,22.985,5344,0.7673,thông tin phong phú
dim_distributors,batch_id,số,89,0.0,39,0.7672,thông tin phong phú
dim_distributors,created_at,phân loại,89,0.0,39,0.7601,thông tin phong phú
zz_archive_om_orphans_20260804,sales_qty_carton,số,446,1.57,84,0.759,thông tin phong phú
fact_order_lines,warehouse_key,số,20000,0.0,30,0.7565,thông tin phong phú
fact_asset_inventory,holder_code,phân loại,20000,0.0,32,0.7549,thông tin phong phú
dwh_batch_logs,row_count,số,20000,0.0,1371,0.7527,thông tin phong phú
fact_order_lines,sales_qty_carton,số,20000,0.26,436,0.7505,thông tin phong phú
dim_sub_inventories,warehouse_key,số,188,0.0,7,0.7472,thông tin phong phú
fact_delivery_details,warehouse_key,số,20000,0.0,7,0.7463,thông tin phong phú
fact_asset_inventory,model,phân loại,20000,0.0,84,0.7341,thông tin phong phú
fact_inventory_lot_snapshot,brand_code_raw,phân loại,20000,16.03,99,0.7268,thông tin phong phú
fact_inventory_lot_snapshot,volume_package,số,20000,27.485,5997,0.725,thông tin phong phú
dim_assets,asset_model,phân loại,20000,0.0,84,0.7242,thông tin phong phú
dim_delivery_types,created_at,phân loại,5,0.0,2,0.7219,thông tin phong phú
dim_order_status,is_cancelled,phân loại,10,0.0,2,0.7219,thông tin phong phú
dim_employees,updated_at,phân loại,6699,0.0,73,0.7185,thông tin phong phú
fact_inventory_lot_snapshot,locator,phân loại,20000,16.755,78,0.7184,thông tin phong phú
dim_employees,created_at,phân loại,6699,0.0,96,0.7111,thông tin phong phú
fact_weather_forecast,precipitation_night_sum,số,20000,0.0,873,0.7108,thông tin phong phú
fact_inventory_lot_snapshot,qty_package,số,20000,26.26,2363,0.7082,thông tin phong phú
dim_distributors,site_domain_id,số,89,1.124,20,0.7071,thông tin phong phú
fact_asset_inventory,shop_id,số,20000,29.7,10857,0.7025,thông tin phong phú
fact_inventory_lot_snapshot,expiry_warning_days,số,20000,30.005,1102,0.6998,thông tin phong phú
fact_promo_budget_available,foc_used_total,số,20000,0.0,174,0.6964,thông tin phong phú
fact_inventory_lot_snapshot,available_package,số,20000,26.26,2334,0.6953,thông tin phong phú
fact_order_lines,dms_status,phân loại,20000,1.55,8,0.6901,thông tin phong phú
fact_delivery_details,batch_id,số,20000,0.0,523,0.6878,thông tin phong phú
fact_delivery_details,delivery_status_key,số,20000,0.0,49,0.6876,thông tin phong phú
fact_order_lines,raw_created_at,phân loại,20000,61.655,2472,0.6844,thông tin phong phú
dim_distributors,address,phân loại,89,17.978,32,0.6837,thông tin phong phú
fact_order_fulfillment,sub_inventory_key,số,20000,0.0,68,0.6835,thông tin phong phú
dim_distributors,dms_site_number,phân loại,89,15.73,29,0.681,thông tin phong phú
fact_inventory_lot_snapshot,sub_inventory_code_raw,phân loại,20000,16.03,52,0.6785,thông tin phong phú
fact_inventory_lot_snapshot,warehouse_id,số,20000,0.0,32,0.6777,thông tin phong phú
fact_promo_budget_available,budget_used_total,số,20000,0.0,1666,0.6748,thông tin phong phú
fact_order_lines,order_type_key,số,20000,0.0,10,0.6721,thông tin phong phú
dim_warehouses,warehouse_type_code,phân loại,39,2.564,3,0.6715,thông tin phong phú
fact_order_lines,discount_amount,số,20000,0.0,1491,0.6646,thông tin phong phú
fact_order_status_timeline,last_status_key,số,20000,0.0,8,0.6643,thông tin phong phú
dim_employees,valid_to,phân loại,6699,4.299,72,0.6636,thông tin phong phú
fact_inventory_lot_snapshot,batch_id,số,20000,0.0,89,0.6599,thông tin phong phú
dim_account_channels,level_2_code,phân loại,127,7.874,40,0.6592,thông tin phong phú
dim_assets,asset_category,phân loại,20000,5.37,44,0.6447,thông tin phong phú
fact_asset_inventory,supplier,phân loại,20000,0.1,4,0.6439,thông tin phong phú
fact_order_status_timeline,created_at,phân loại,20000,0.0,715,0.6435,thông tin phong phú
dim_delivery_status,note_status,phân loại,103,0.0,9,0.6375,thông tin phong phú
dim_delivery_status,document_status,phân loại,103,0.0,3,0.635,thông tin phong phú
dim_products,conversion_rate,số,2543,27.527,55,0.635,thông tin phong phú
fact_inventory_lot_snapshot,source_system,phân loại,20000,0.0,2,0.635,thông tin phong phú
dim_products,net_weight,số,2543,32.56,246,0.6343,thông tin phong phú
fact_inventory_lot_snapshot,updated_at,phân loại,20000,0.0,89,0.6326,thông tin phong phú
dim_assets,updated_at,phân loại,20000,0.0,1084,0.6288,thông tin phong phú
fact_visits,plan_type,số,20000,0.0,3,0.6285,thông tin phong phú
fact_visits,plan_status,phân loại,20000,0.0,2,0.6285,thông tin phong phú
dim_distributors,valid_to,phân loại,89,31.461,39,0.6247,thông tin phong phú
dim_delivery_status,created_at,phân loại,103,0.0,28,0.6228,thông tin phong phú
dim_delivery_status,updated_at,phân loại,103,0.0,28,0.6228,thông tin phong phú
dim_site_domains,dms_city_code,phân loại,137,0.73,64,0.616,thông tin phong phú
dim_site_domains,dms_city_name,phân loại,137,0.73,64,0.616,thông tin phong phú
dim_products,supplier_id,số,2543,26.976,62,0.6156,thông tin phong phú
dim_product_prices,uom,phân loại,9085,3.17,17,0.6133,thông tin phong phú
fact_order_fulfillment,order_type_key,số,20000,0.0,12,0.6073,thông tin phong phú
fact_inventory_lot_snapshot,primary_uom,phân loại,20000,0.0,23,0.6043,thông tin phong phú
fact_order_lines,sub_inventory_key,số,20000,0.0,43,0.6001,thông tin phong phú
dim_locators,site_type_code,phân loại,315,0.0,4,0.599,thông tin phong phú
dim_locators,site_type_name,phân loại,315,0.0,4,0.599,thông tin phong phú
dim_sales_positions,created_at,phân loại,7,0.0,2,0.5917,thông tin phong phú
dim_warehouses,address,phân loại,39,41.026,24,0.5897,thông tin phong phú
dim_delivery_status,payment_status,phân loại,103,25.243,5,0.5893,thông tin phong phú
dim_stores,site_number,phân loại,20000,69.925,3886,0.5846,thông tin phong phú
dim_sub_inventories,batch_id,số,188,0.0,8,0.5834,thông tin phong phú
fact_inventory_lot_snapshot,warehouse_code_raw,phân loại,20000,0.0,32,0.5834,thông tin phong phú
dim_order_status,created_at,phân loại,10,0.0,3,0.5817,thông tin phong phú
fact_order_lines,batch_id,số,20000,0.0,334,0.5802,thông tin phong phú
fact_order_lines,line_status_key,số,20000,0.0,7,0.5797,thông tin phong phú
dim_otif_reason,is_included_otif,phân loại,22,0.0,2,0.5746,thông tin phong phú
fact_delivery_details,unit,phân loại,20000,0.0,11,0.5569,thông tin phong phú
fact_inventory_lot_snapshot,sub_category,phân loại,20000,16.03,48,0.547,thông tin phong phú
dim_stores,system,phân loại,20000,67.6,2917,0.5395,thông tin phong phú
fact_asset_inventory,distributor_key,số,20000,0.0,23,0.5381,thông tin phong phú
fact_delivery_details,product_type,phân loại,20000,0.0,3,0.5349,thông tin phong phú
fact_asset_inventory,subinventory_code,phân loại,20000,2.725,28,0.5341,thông tin phong phú
fact_order_fulfillment,distributor_key,số,20000,0.0,25,0.5314,thông tin phong phú
fact_order_lines,discount_amount_before_vat,số,20000,0.0,1506,0.5179,thông tin phong phú
fact_visits,is_compliance,phân loại,20000,0.0,2,0.5169,thông tin phong phú
fact_asset_inventory,capacity,phân loại,20000,0.0,27,0.5164,thông tin phong phú
fact_visits,is_visited,phân loại,20000,0.0,2,0.5107,thông tin phong phú
dim_products,batch_id,số,2543,0.0,14,0.51,thông tin phong phú
fact_order_lines,delivery_date,phân loại,20000,67.97,1959,0.5086,thông tin phong phú
dim_account_channels,created_at,phân loại,127,0.0,4,0.4994,thông tin vừa
fact_sales_targets,batch_id,số,270,0.0,81,0.4905,thông tin vừa
fact_promo_budget_available,invoiced_amount,số,20000,50.355,1625,0.4893,thông tin vừa
fact_delivery_details,payment_status,phân loại,20000,8.15,4,0.4819,thông tin vừa
fact_order_lines,uom,phân loại,20000,0.0,15,0.4793,thông tin vừa
dim_stores,account_channel_id,số,20000,3.705,58,0.4779,thông tin vừa
dim_order_status,batch_id,số,10,0.0,2,0.469,thông tin vừa
dim_order_status,updated_at,phân loại,10,0.0,2,0.469,thông tin vừa
dim_product_prices,valid_from,phân loại,9085,0.0,200,0.4637,thông tin vừa
dim_products,uom,phân loại,2543,32.442,18,0.4571,thông tin vừa
dim_stores,site_domain_id,số,20000,48.635,62,0.4509,thông tin vừa
dim_employees,site_account_id,số,6699,33.692,8,0.4464,thông tin vừa
fact_order_lines,is_free_order,phân loại,20000,0.0,2,0.4353,thông tin vừa
dim_assets,asset_supplier,phân loại,20000,0.0,5,0.4325,thông tin vừa
dim_sub_inventories,created_at,phân loại,188,0.0,8,0.4316,thông tin vừa
dim_sub_inventories,valid_from,phân loại,188,0.0,8,0.4316,thông tin vừa
fact_order_lines,discount_percent,số,20000,0.0,98,0.4263,thông tin vừa
fact_promo_budget_available,invoiced_qty,số,20000,50.97,175,0.4205,thông tin vừa
dim_stores,is_current,phân loại,20000,0.0,2,0.4114,thông tin vừa
fact_asset_inventory,brand_code,phân loại,20000,0.0,20,0.411,thông tin vừa
dim_assets,valid_from,phân loại,20000,0.0,738,0.3979,thông tin vừa
dim_assets,created_at,phân loại,20000,0.0,738,0.3979,thông tin vừa
dim_product_prices,valid_to,phân loại,9085,0.132,155,0.3962,thông tin vừa
fact_order_lines,chain_key,số,20000,45.035,21,0.3898,thông tin vừa
dim_sub_inventories,updated_at,phân loại,188,0.0,11,0.3877,thông tin vừa
fact_order_fulfillment,status_key,số,20000,0.0,8,0.3845,thông tin vừa
dim_assets,batch_id,số,20000,0.0,738,0.3768,thông tin vừa
dim_site_domains,site_domain_level,số,137,0.0,5,0.3761,thông tin vừa
dim_products,shelf_life,phân loại,2543,38.97,20,0.3752,thông tin vừa
fact_order_lines,distributor_key,số,20000,0.0,27,0.3613,thông tin vừa
fact_order_status_timeline,batch_id,số,20000,0.0,578,0.3594,thông tin vừa
fact_order_status_timeline,updated_at,phân loại,20000,0.0,589,0.3572,thông tin vừa
fact_order_status_timeline,last_status_at,phân loại,20000,0.0,551,0.3543,thông tin vừa
dim_order_types,batch_id,số,15,0.0,2,0.3534,thông tin vừa
dim_order_types,created_at,phân loại,15,0.0,2,0.3534,thông tin vừa
dim_order_types,updated_at,phân loại,15,0.0,2,0.3534,thông tin vừa
fact_visits,batch_id,số,20000,0.0,395,0.3517,thông tin vừa
dim_products,valid_to,phân loại,2543,0.039,9,0.345,thông tin vừa
fact_roadmaps,created_at,phân loại,268,0.0,21,0.343,thông tin vừa
fact_order_lines,ora_order_no,phân loại,20000,80.875,2080,0.3408,thông tin vừa
fact_roadmaps,distributor_code,phân loại,268,0.0,21,0.3406,thông tin vừa
fact_roadmaps,distributor_name,phân loại,268,0.0,21,0.3406,thông tin vừa
fact_order_fulfillment,batch_id,số,20000,0.0,222,0.3398,thông tin vừa
fact_inventory_lot_snapshot,category,phân loại,20000,16.03,27,0.3243,thông tin vừa
fact_order_lines,vat_percent,số,20000,0.0,9,0.3234,thông tin vừa
dim_employees,power_level,số,6699,0.97,7,0.3219,thông tin vừa
dim_product_brands,is_current,phân loại,20000,0.0,2,0.3207,thông tin vừa
fact_order_lines,delivery_date_key,số,20000,67.97,392,0.3186,thông tin vừa
fact_delivery_details,accountant_name,phân loại,20000,56.935,17,0.3062,thông tin vừa
dim_assets,valid_to,phân loại,20000,49.885,726,0.3032,thông tin vừa
dim_distributors,warehouse_key,số,89,69.663,27,0.3021,thông tin vừa
fact_order_lines,delivery_date_source,phân loại,20000,64.475,4,0.2942,thông tin vừa
fact_delivery_details,delivery_status,phân loại,20000,0.0,4,0.2895,thông tin vừa
zz_archive_om_orphans_20260804,shipped_qty,số,446,0.0,30,0.2868,thông tin vừa
fact_order_fulfillment,updated_at,phân loại,20000,0.0,227,0.2867,thông tin vừa
fact_order_fulfillment,created_at,phân loại,20000,0.0,222,0.2865,thông tin vừa
fact_inventory_transactions,batch_code,phân loại,20000,0.0,2,0.2855,thông tin vừa
dim_warehouses,dms_site_code,phân loại,39,71.795,12,0.2821,thông tin vừa
fact_promo_budget_available,foc_primary_uom,phân loại,20000,49.735,8,0.2818,thông tin vừa
fact_order_lines,ar_doc_no,phân loại,20000,84.07,1793,0.2789,thông tin vừa
dim_account_channels,updated_at,phân loại,127,0.0,3,0.2742,thông tin vừa
fact_order_lines,billing_address,phân loại,20000,83.585,1414,0.2742,thông tin vừa
fact_order_lines,shipping_address,phân loại,20000,83.585,1399,0.2736,thông tin vừa
fact_inventory_transactions,batch_id,số,20000,0.0,189,0.2733,thông tin vừa
dim_employees,management_path,phân loại,6699,83.818,1085,0.2719,thông tin vừa
fact_order_lines,goods_receipt_no,phân loại,20000,84.46,1722,0.2704,thông tin vừa
fact_order_lines,warehouse_out_at,phân loại,20000,84.01,1634,0.2694,thông tin vừa
fact_inventory_daily_balances,batch_id,số,20000,0.0,9,0.2673,thông tin vừa
dim_otif_reason,batch_id,số,22,0.0,2,0.2668,thông tin vừa
dim_otif_reason,created_at,phân loại,22,0.0,2,0.2668,thông tin vừa
dim_otif_reason,updated_at,phân loại,22,0.0,2,0.2668,thông tin vừa
zz_archive_om_orphans_20260804,delivery_date_source,phân loại,446,0.0,2,0.2641,thông tin vừa
fact_asset_audits,created_at,phân loại,20000,0.0,133,0.2624,thông tin vừa
fact_asset_audits,updated_at,phân loại,20000,0.0,133,0.2624,thông tin vừa
dim_employees,is_current,phân loại,6699,0.0,2,0.2558,thông tin vừa
fact_inventory_lot_snapshot,g_department,phân loại,20000,16.03,10,0.2536,thông tin vừa
fact_order_lines,invoice_no,phân loại,20000,85.35,1653,0.2536,thông tin vừa
fact_inventory_lot_snapshot,reservation_primary,số,20000,16.03,322,0.2516,thông tin vừa
fact_asset_inventory,batch_id,số,20000,0.0,462,0.251,thông tin vừa
fact_order_fulfillment,total_cancelled_revenue,số,20000,0.0,1167,0.2508,thông tin vừa
dim_assets,asset_brand,phân loại,20000,34.28,21,0.2502,thông tin vừa
fact_visits,distributor_id,số,20000,73.095,24,0.2408,thông tin vừa
fact_delivery_details,note_status,phân loại,20000,0.0,6,0.2266,thông tin vừa
fact_inventory_daily_balances,export_quantity,số,20000,0.0,237,0.2235,thông tin vừa
dim_chains,batch_id,số,9638,0.0,155,0.2212,thông tin vừa
fact_asset_inventory,updated_at,phân loại,20000,0.0,462,0.2152,thông tin vừa
fact_inventory_lot_snapshot,reservation_package,số,20000,26.26,397,0.2151,thông tin vừa
dim_employees,user_level,phân loại,6699,0.97,8,0.2122,thông tin vừa
fact_inventory_transactions,updated_at,phân loại,20000,0.0,189,0.2115,thông tin vừa
fact_inventory_transactions,created_at,phân loại,20000,0.0,186,0.2111,thông tin vừa
fact_order_lines,cancelled_qty,số,20000,0.0,81,0.1813,thông tin vừa
dim_suppliers,batch_id,số,63,0.0,4,0.1758,thông tin vừa
dim_suppliers,valid_from,phân loại,63,0.0,4,0.1758,thông tin vừa
dim_suppliers,created_at,phân loại,63,0.0,4,0.1758,thông tin vừa
dim_suppliers,updated_at,phân loại,63,0.0,4,0.1758,thông tin vừa
dim_warehouses,batch_id,số,39,0.0,2,0.172,thông tin vừa
dim_warehouses,valid_from,phân loại,39,0.0,2,0.172,thông tin vừa
dim_warehouses,created_at,phân loại,39,0.0,2,0.172,thông tin vừa
dim_warehouses,updated_at,phân loại,39,0.0,2,0.172,thông tin vừa
fact_order_lines,order_line_type,phân loại,20000,61.655,6,0.1627,thông tin vừa
dim_stores,phone_number,phân loại,20000,86.31,1491,0.1622,thông tin vừa
fact_inventory_lot_snapshot,package_uom,phân loại,20000,16.03,11,0.1561,thông tin vừa
dim_chains,valid_from,phân loại,9638,0.0,155,0.156,thông tin vừa
dim_chains,created_at,phân loại,9638,0.0,155,0.156,thông tin vừa
dim_chains,updated_at,phân loại,9638,0.0,155,0.156,thông tin vừa
dwh_batch_logs,status,phân loại,20000,0.0,5,0.1498,gần như một giá trị — ít dùng được
fact_order_fulfillment,visit_key,số,20000,85.55,2755,0.1445,gần như một giá trị — ít dùng được
zz_archive_om_orphans_20260804,invoice_no,phân loại,446,85.65,12,0.1304,gần như một giá trị — ít dùng được
zz_archive_om_orphans_20260804,ar_doc_no,phân loại,446,85.65,12,0.1304,gần như một giá trị — ít dùng được
fact_asset_inventory,status,phân loại,20000,0.0,3,0.1226,gần như một giá trị — ít dùng được
fact_promo_budget_available,invoice_status,phân loại,20000,10.195,6,0.1217,gần như một giá trị — ít dùng được
zz_archive_om_orphans_20260804,warehouse_out_at,phân loại,446,85.65,8,0.1204,gần như một giá trị — ít dùng được
fact_inventory_daily_balances,source_refs,phân loại,20000,0.0,2,0.1169,gần như một giá trị — ít dùng được
zz_archive_om_orphans_20260804,order_type_key,số,446,0.0,4,0.1165,gần như một giá trị — ít dùng được
fact_inventory_daily_balances,import_quantity,số,20000,0.0,102,0.1163,gần như một giá trị — ít dùng được
dim_weather_locations,source_refs,phân loại,64,0.0,2,0.1161,gần như một giá trị — ít dùng được
fact_order_lines,is_return,phân loại,20000,0.0,2,0.1096,gần như một giá trị — ít dùng được
fact_order_fulfillment,chain_key,số,20000,87.785,20,0.0949,gần như một giá trị — ít dùng được
dim_price_lists,batch_id,số,364,0.0,6,0.0937,gần như một giá trị — ít dùng được
dim_product_prices,tax_rate,số,9085,0.0,4,0.0893,gần như một giá trị — ít dùng được
dim_delivery_status,line_status,phân loại,103,50.485,4,0.0868,gần như một giá trị — ít dùng được
fact_order_lines,supervisor_employee_id,số,20000,91.505,66,0.0813,gần như một giá trị — ít dùng được
dim_delivery_status,received_qty_status,phân loại,103,0.0,2,0.0789,gần như một giá trị — ít dùng được
dim_delivery_status,recon_status,phân loại,103,0.0,2,0.0789,gần như một giá trị — ít dùng được
fact_promo_budget_available,updated_at,phân loại,20000,0.0,2,0.0778,gần như một giá trị — ít dùng được
fact_asset_inventory,is_deleted,phân loại,20000,0.0,2,0.0737,gần như một giá trị — ít dùng được
fact_order_lines,sales_flow,phân loại,20000,0.0,2,0.0717,gần như một giá trị — ít dùng được
dim_price_lists,updated_at,phân loại,364,0.0,8,0.0709,gần như một giá trị — ít dùng được
dim_price_lists,valid_from,phân loại,364,0.0,6,0.0697,gần như một giá trị — ít dùng được
dim_price_lists,created_at,phân loại,364,0.0,6,0.0697,gần như một giá trị — ít dùng được
dim_employees,manager_user_id,số,6699,93.193,101,0.0642,gần như một giá trị — ít dùng được
dim_site_domains,updated_at,phân loại,137,0.0,2,0.0623,gần như một giá trị — ít dùng được
dim_stores,account_status,phân loại,20000,90.475,3,0.0616,gần như một giá trị — ít dùng được
fact_order_lines,asm_employee_id,số,20000,93.425,34,0.0615,gần như một giá trị — ít dùng được
dim_sub_inventories,valid_to,phân loại,188,62.234,5,0.0603,gần như một giá trị — ít dùng được
dim_locators,is_from_master,phân loại,315,0.0,2,0.0555,gần như một giá trị — ít dùng được
dim_stores,distributor_id,số,20000,92.57,26,0.0518,gần như một giá trị — ít dùng được
fact_asset_inventory,warehouse_key,số,20000,92.805,9,0.051,gần như một giá trị — ít dùng được
dim_price_lists,is_current,phân loại,364,0.0,2,0.0492,gần như một giá trị — ít dùng được
dim_locators,created_at,phân loại,315,0.0,4,0.0464,gần như một giá trị — ít dùng được
dim_products,tax_rate,số,2543,50.138,5,0.0462,gần như một giá trị — ít dùng được
dim_products,tax_code,phân loại,2543,50.138,5,0.0444,gần như một giá trị — ít dùng được
fact_delivery_details,shipper_received_at,phân loại,20000,96.515,207,0.042,gần như một giá trị — ít dùng được
fact_order_lines,delivery_days_sla,số,20000,94.295,18,0.0414,gần như một giá trị — ít dùng được
zz_archive_om_orphans_20260804,order_source,phân loại,446,0.0,2,0.0414,gần như một giá trị — ít dùng được
dim_stores,store_brand_code,phân loại,20000,94.15,33,0.0404,gần như một giá trị — ít dùng được
fact_asset_inventory,created_at,phân loại,20000,0.0,12,0.0403,gần như một giá trị — ít dùng được
fact_promo_budget_available,row_type,phân loại,20000,0.0,2,0.04,gần như một giá trị — ít dùng được
dim_delivery_status,source_refs,phân loại,103,94.175,3,0.0379,gần như một giá trị — ít dùng được
dim_employees,flat_sup_code,phân loại,6699,96.119,38,0.0366,gần như một giá trị — ít dùng được
fact_order_status_timeline,cancelled_at,phân loại,20000,93.305,284,0.0362,gần như một giá trị — ít dùng được
dim_employees,flat_asm_code,phân loại,6699,96.044,13,0.036,gần như một giá trị — ít dùng được
zz_archive_om_orphans_20260804,delivery_date_key,số,446,95.516,4,0.035,gần như một giá trị — ít dùng được
zz_archive_om_orphans_20260804,delivery_date,phân loại,446,95.516,4,0.035,gần như một giá trị — ít dùng được
dim_categories,valid_from,phân loại,277,0.0,2,0.0345,gần như một giá trị — ít dùng được
dim_categories,created_at,phân loại,277,0.0,2,0.0345,gần như một giá trị — ít dùng được
dim_categories,updated_at,phân loại,277,0.0,2,0.0345,gần như một giá trị — ít dùng được
dim_distributors,valid_from,phân loại,89,96.629,4,0.0337,gần như một giá trị — ít dùng được
zz_archive_om_orphans_20260804,goods_receipt_no,phân loại,446,95.516,5,0.0332,gần như một giá trị — ít dùng được
zz_archive_om_orphans_20260804,billing_address,phân loại,446,95.516,5,0.0332,gần như một giá trị — ít dùng được
zz_archive_om_orphans_20260804,shipping_address,phân loại,446,95.516,5,0.0332,gần như một giá trị — ít dùng được
fact_delivery_details,shipper_received_date_key,số,20000,96.515,47,0.0313,gần như một giá trị — ít dùng được
dim_locators,updated_at,phân loại,315,0.0,2,0.0309,gần như một giá trị — ít dùng được
fact_delivery_details,note_reason,phân loại,20000,96.315,78,0.0306,gần như một giá trị — ít dùng được
fact_order_lines,erp_status,phân loại,20000,92.0,6,0.0276,gần như một giá trị — ít dùng được
dim_price_lists,currency,phân loại,364,0.549,3,0.0273,gần như một giá trị — ít dùng được
dim_stores,group_code,phân loại,20000,0.0,2,0.0181,gần như một giá trị — ít dùng được
fact_order_lines,canceled_note,phân loại,20000,97.78,49,0.0166,gần như một giá trị — ít dùng được
fact_order_lines,canceled_reason_line,phân loại,20000,98.14,17,0.0148,gần như một giá trị — ít dùng được
fact_order_lines,is_admin_cancel,phân loại,20000,97.98,3,0.0143,gần như một giá trị — ít dùng được
dim_locators,sub_inventory_key,số,315,98.73,3,0.0127,gần như một giá trị — ít dùng được
dim_employees,valid_from,phân loại,6699,96.119,15,0.0094,gần như một giá trị — ít dùng được
fact_promo_budget_available,ar_interface_qty,số,20000,98.82,35,0.0092,gần như một giá trị — ít dùng được
fact_promo_budget_available,uninvoiced_qty,số,20000,99.0,38,0.008,gần như một giá trị — ít dùng được
fact_weather_forecast,updated_at,phân loại,20000,0.0,17,0.008,gần như một giá trị — ít dùng được
fact_order_lines,is_erp_deleted,phân loại,20000,0.0,2,0.0078,gần như một giá trị — ít dùng được
dim_shippers,is_current,phân loại,20000,0.0,2,0.0073,gần như một giá trị — ít dùng được
fact_order_fulfillment,canceled_reason_admin,phân loại,20000,99.115,21,0.0073,gần như một giá trị — ít dùng được
fact_order_status_timeline,picking_at,phân loại,20000,98.49,32,0.0058,gần như một giá trị — ít dùng được
fact_weather_forecast,created_at,phân loại,20000,0.0,8,0.0056,gần như một giá trị — ít dùng được
dim_price_lists,valid_to,phân loại,364,99.451,3,0.0055,gần như một giá trị — ít dùng được
fact_promo_budget_available,ar_interface_amount,số,20000,99.275,41,0.0046,gần như một giá trị — ít dùng được
fact_promo_budget_available,promotion_description,phân loại,20000,99.065,5,0.0045,gần như một giá trị — ít dùng được
zz_archive_om_orphans_20260804,discount_amount,số,446,99.552,3,0.0045,gần như một giá trị — ít dùng được
fact_promo_budget_available,foc_remaining,số,20000,99.57,67,0.0039,gần như một giá trị — ít dùng được
dim_employees,sales_channel,phân loại,6699,88.909,3,0.003,gần như một giá trị — ít dùng được
fact_promo_budget_available,uninvoiced_amount,số,20000,99.445,34,0.0027,gần như một giá trị — ít dùng được
dim_employees,group_code,phân loại,6699,0.0,2,0.0021,gần như một giá trị — ít dùng được
dim_stores,valid_from,phân loại,20000,99.83,25,0.0017,gần như một giá trị — ít dùng được
